text,labels
"지난주에 만다린 오리엔탈 호텔에서 주니어 스위트룸에 머물렀는데, 침대 시트가 정말 푹신하고 포근했습니다.","[10, 10, 10, 10, 10, 0, 1, 1, 1, 1, 1, 1, 1, 10, 10, 10, 10, 10, 10, 2, 3, 3, 3, 3, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 8, 9, 9, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
2028년 8월 22일에 홀리데이 인에서 만나자.,"[6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 10, 10, 0, 1, 1, 1, 1, 1, 10, 10, 10, 10, 10, 10, 10]"
마이클 윌리엄스는 아일랜드 스위트 방을 예약했습니다.,"[4, 5, 5, 5, 5, 5, 5, 5, 10, 10, 2, 3, 3, 3, 3, 3, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
로프트에서 샤워 캡을 사용할 수 있습니다.,"[2, 3, 3, 10, 10, 10, 8, 9, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
에밀리 스튜어트는 SLS 호텔의 프레지덴셜 스위트에서 숙박하였습니다.,"[4, 5, 5, 5, 5, 5, 5, 5, 10, 10, 0, 1, 1, 1, 1, 1, 10, 10, 2, 3, 3, 3, 3, 3, 3, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
브랜든 카터는 오늘 서울에서 열리는 콘서트에 참석할 예정이다.,"[4, 5, 5, 5, 5, 5, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
2023년 5월 11일 화요일에 중요한 회의가 있습니다.,"[6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
저희는 해변이 보이는 아름다운 방갈로에서 머물렀습니다.,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 2, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
마크 홀 씨는 인터컨티넨탈 호텔에서 전화기를 사용했습니다.,"[4, 5, 5, 5, 10, 10, 10, 10, 0, 1, 1, 1, 1, 1, 10, 10, 10, 10, 10, 10, 8, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
린다 존슨은 오늘 서울을 방문했습니다.,"[4, 5, 5, 5, 5, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
9월 25일에 새로운 목욕 가운을 받았습니다.,"[6, 7, 7, 7, 7, 7, 10, 10, 10, 10, 10, 10, 8, 9, 9, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10]"
호텔에서는 고급 비누를 제공하고 있습니다.,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 8, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
엘리너 록하트는 10월 21일에 스위소텔에서 머물 예정입니다.,"[4, 5, 5, 5, 5, 5, 5, 10, 10, 6, 7, 7, 7, 7, 7, 7, 10, 10, 0, 1, 1, 1, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
"호텔에 도착했을 때, 객실에 준비된 비누와 샴푸는 모두 고급스러웠다.","[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 8, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
게리 로페즈는 8월 4일 슈페리어 룸을 예약했습니다.,"[4, 5, 5, 5, 5, 5, 10, 10, 6, 7, 7, 7, 7, 10, 2, 3, 3, 3, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
데이비드 톰슨은 서울에서 유학 중입니다.,"[4, 5, 5, 5, 5, 5, 5, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
조슈아 에드워즈는 오늘 서울에서 중요한 회의에 참석했다.,"[4, 5, 5, 5, 5, 5, 5, 5, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
르네상스 호텔에서는 로프트룸에 묵으면 커피 키트를 무료로 제공합니다.,"[0, 1, 1, 1, 10, 10, 10, 10, 10, 10, 10, 2, 3, 3, 10, 10, 10, 10, 10, 10, 10, 8, 9, 9, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
노보텔의 클라우드 룸에는 전자레인지가 있습니다.,"[0, 1, 1, 10, 10, 2, 3, 3, 3, 3, 3, 10, 10, 10, 8, 9, 9, 9, 9, 10, 10, 10, 10, 10, 10, 10]"
2월 8일에 AC 호텔에서 만나요.,"[6, 7, 7, 7, 7, 10, 10, 0, 1, 1, 1, 1, 10, 10, 10, 10, 10, 10, 10]"
2023년 6월 14일 수요일에 지하 룸에서 모임이 있습니다.,"[6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 10, 10, 2, 3, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
리버사이드 룸은 탁 트인 한강 뷰를 자랑합니다.,"[2, 3, 3, 3, 3, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
3월 29일에 우리는 친구들과 함께 영화를 보기로 했어요.,"[6, 7, 7, 7, 7, 7, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
용선 윤은 2022년 3월 4일에 트레블로지 호텔에 머물렀다.,"[4, 5, 5, 5, 10, 10, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 10, 10, 0, 1, 1, 1, 1, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
우리는 아일랜드 스위트 객실을 예약했습니다.,"[10, 10, 10, 10, 2, 3, 3, 3, 3, 3, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
저는 이번 여행에서 레드 루프 인에 머물기로 했어요.,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 0, 1, 1, 1, 1, 1, 1, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
레이첼 베이커 씨가 버짓 룸을 예약했습니다.,"[4, 5, 5, 5, 5, 5, 5, 10, 10, 10, 10, 2, 3, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
리사 워커는 오늘 서울을 방문할 예정입니다.,"[4, 5, 5, 5, 5, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
로프트에 투숙하는 동안 우산을 무료로 대여해드립니다.,"[2, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 8, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
"2020년 3월 7일, 카바나에서 다리미판을 사용할 수 있습니다.","[6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 10, 10, 2, 3, 3, 10, 10, 10, 8, 9, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
2029년 3월 24일에 중요한 회의가 예정되어 있습니다.,"[6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
2028년 5월 27일에 하얏트 호텔에서 중요한 회의가 열립니다.,"[6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 10, 10, 0, 1, 1, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
에밀리 스튜어트는 8월 22일에 와인 잔을 구입했다.,"[4, 5, 5, 5, 5, 5, 5, 5, 10, 10, 6, 7, 7, 7, 7, 7, 10, 10, 8, 9, 9, 9, 10, 10, 10, 10, 10, 10, 10]"
아담 머피는 2026년 2월 12일에 호텔방의 선풍기를 사용했습니다.,"[4, 5, 5, 5, 5, 10, 10, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 10, 10, 10, 10, 10, 10, 10, 8, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
2023년 5월 11일 화요일에 가든 뷰 룸을 예약했습니다.,"[6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 10, 10, 2, 3, 3, 3, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
크라운 플라자 호텔의 주니어 스위트룸에서 머물렀습니다.,"[0, 1, 1, 1, 1, 1, 1, 10, 10, 10, 10, 10, 2, 3, 3, 3, 3, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
버짓 룸을 예약하고 싶습니다.,"[2, 3, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
1월 1일은 새해 첫날입니다.,"[6, 7, 7, 7, 7, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
아다지오 호텔의 프레지덴셜 스위트는 정말 고급스럽고 편안합니다.,"[0, 1, 1, 1, 10, 10, 10, 10, 10, 2, 3, 3, 3, 3, 3, 3, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
스테파니 필립스 씨는 슈페리어 룸에 들어가서 호텔에서 제공하는 식기류를 확인했다.,"[4, 5, 5, 5, 5, 5, 5, 5, 10, 10, 10, 10, 2, 3, 3, 3, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 8, 9, 9, 10, 10, 10, 10, 10, 10, 10]"
내 친구와 나는 8월 25일에 만날 예정이다.,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 6, 7, 7, 7, 7, 7, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
매튜 모리스 씨는 클래식 룸에 머무르며 스낵바에서 간식을 즐겼다.,"[4, 5, 5, 5, 5, 5, 10, 10, 10, 10, 2, 3, 3, 3, 3, 10, 10, 10, 10, 10, 10, 10, 8, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
저는 3월 13일에 햄프턴 바이 힐튼 호텔에 예약했습니다.,"[10, 10, 10, 6, 7, 7, 7, 7, 7, 10, 10, 0, 1, 1, 1, 1, 1, 1, 1, 1, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
저는 새 아파트로 이사할 계획입니다.,"[10, 10, 10, 10, 10, 2, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
"2029년 3월 24일, 버짓 룸에서 수건이 부족하다는 불만이 접수되었습니다.","[6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 10, 10, 2, 3, 3, 3, 10, 10, 10, 8, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
2023년 6월 14일 수요일에 중요한 회의가 있습니다.,"[6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
게리 로페즈 님께서 테라스 룸에 도착하시면 웰컴 북클릿을 제공해 드리겠습니다.,"[4, 5, 5, 5, 5, 5, 10, 10, 10, 10, 10, 2, 3, 3, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 8, 9, 9, 9, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
11월 27일에 AC 호텔에서 목욕 가운을 제공받았습니다.,"[6, 7, 7, 7, 7, 7, 7, 10, 10, 0, 1, 1, 1, 1, 10, 10, 10, 8, 9, 9, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
2028년 5월 27일에 JW 메리어트 호텔의 비즈니스 클래스 룸을 예약했습니다.,"[6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 10, 10, 0, 1, 1, 1, 1, 1, 1, 10, 10, 10, 10, 10, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
2023년 11월 15일 일요일에 SLS 호텔에서 슬리퍼를 사용했습니다.,"[6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 10, 10, 0, 1, 1, 1, 1, 1, 10, 10, 10, 8, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
"2023년 4월 7일 월요일, 에밀리 스튜어트는 쓰레기 봉투를 버렸다.","[6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 10, 10, 4, 5, 5, 5, 5, 5, 5, 5, 10, 10, 8, 9, 9, 9, 9, 9, 10, 10, 10, 10, 10, 10]"
만다린 오리엔탈에서 머무르는 동안 멋진 경험을 했어요.,"[0, 1, 1, 1, 1, 1, 1, 1, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
이비스 호텔에는 고객들을 위해 고급 컨디셔너가 준비되어 있습니다.,"[0, 1, 1, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 8, 9, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
10월 20일에 버짓 룸을 예약했습니다.,"[6, 7, 7, 7, 7, 7, 7, 10, 10, 2, 3, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
"2023년 12월 17일 목요일, 린다 존슨은 병따개를 호텔 물품으로 체험했습니다.","[6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 10, 10, 4, 5, 5, 5, 5, 10, 10, 8, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
매튜 모리스는 서울에서 살고 있습니다.,"[4, 5, 5, 5, 5, 5, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
호텔 식당에는 고급스러운 식기 세트가 구비되어 있다.,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 8, 9, 9, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
9월 25일에 토마스 테일러를 만날 예정입니다.,"[6, 7, 7, 7, 7, 7, 10, 10, 4, 5, 5, 5, 5, 5, 5, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
차 키트를 호텔용품으로 구비해 두었습니다.,"[8, 9, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
리사 워커는 12월 19일에 트레블로지 호텔에 체크인할 예정이다.,"[4, 5, 5, 5, 5, 10, 10, 6, 7, 7, 7, 7, 7, 7, 10, 10, 0, 1, 1, 1, 1, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
브랜든 카터 씨는 가든 뷰 룸에 체크인하고 미니 냉장고를 사용했다.,"[4, 5, 5, 5, 5, 5, 10, 10, 10, 10, 2, 3, 3, 3, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 8, 9, 9, 9, 9, 9, 10, 10, 10, 10, 10, 10, 10]"
2028년 5월 27일에 카바나 예약을 했습니다.,"[6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 10, 10, 2, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
호텔에서 펜트하우스 스위트를 예약했습니다.,"[10, 10, 10, 10, 10, 2, 3, 3, 3, 3, 3, 3, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
2020년 3월 7일에 에밀리 해리스는 알로프트 호텔에 머물렀습니다.,"[6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 10, 10, 4, 5, 5, 5, 5, 5, 5, 10, 10, 0, 1, 1, 1, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
폴 화이트는 수퍼 8 호텔에서 가든 뷰 룸을 예약했습니다.,"[4, 5, 5, 5, 5, 10, 10, 0, 1, 1, 1, 10, 10, 10, 10, 10, 10, 2, 3, 3, 3, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
커넥팅 룸에 다리미판이 준비되어 있습니다.,"[2, 3, 3, 3, 3, 10, 10, 8, 9, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
앤드류 터너는 2022년 3월 4일에 패밀리 룸을 예약했습니다.,"[4, 5, 5, 5, 5, 5, 10, 10, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 10, 10, 2, 3, 3, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
라이언 그린 씨는 인터컨티넨탈 호텔의 침대 시트를 매우 만족스럽게 사용했습니다.,"[4, 5, 5, 5, 5, 5, 10, 10, 10, 10, 0, 1, 1, 1, 1, 1, 10, 10, 10, 10, 10, 8, 9, 9, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
2021년 2월 10일에 클럽 룸을 예약했습니다.,"[6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 10, 10, 2, 3, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
버짓 룸에서 묵으면서 여행 경비를 절약할 수 있습니다.,"[2, 3, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
힐튼 호텔의 루프탑 룸에 종이 타월이 잘 준비되어 있습니다.,"[0, 1, 10, 10, 10, 10, 10, 2, 3, 3, 3, 3, 10, 10, 8, 9, 9, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
만다린 오리엔탈 호텔에서 카바나 룸을 예약했습니다.,"[0, 1, 1, 1, 1, 1, 1, 1, 10, 10, 10, 10, 10, 10, 2, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
2023년 6월 14일 수요일에 AC 호텔에서 트리플 룸을 예약했습니다.,"[6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 10, 10, 0, 1, 1, 1, 1, 10, 10, 10, 2, 3, 3, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
호텔에서 제공하는 목욕 젤이 정말 좋았어요.,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 8, 9, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
리츠 칼튼 호텔의 풀 뷰 룸을 예약했습니다.,"[0, 1, 1, 1, 1, 1, 1, 1, 10, 10, 2, 3, 3, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
"9월 23일에 르 메르디앙 호텔에 체크인 했는데, 방에 옷걸이가 충분하지 않았습니다.","[6, 7, 7, 7, 7, 7, 10, 10, 0, 1, 1, 1, 1, 1, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 8, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
저희 호텔에서 가장 인기 있는 객실은 이그제큐티브 스위트입니다.,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 10, 10, 10, 10]"
라마다 호텔에서 멋진 주말을 보냈어요.,"[0, 1, 1, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
2월 8일에 호텔에서 수건을 새로 교체해 드리겠습니다.,"[6, 7, 7, 7, 7, 10, 10, 10, 10, 10, 10, 10, 8, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
래플스 호텔의 루프탑 룸은 아름다운 노을을 감상하기에 최고의 장소입니다.,"[0, 1, 1, 10, 10, 10, 10, 10, 2, 3, 3, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
에밀리 해리스 씨는 로프트 방에서 샴푸를 찾았다.,"[4, 5, 5, 5, 5, 5, 5, 10, 10, 10, 10, 2, 3, 3, 10, 10, 10, 10, 10, 8, 9, 10, 10, 10, 10, 10, 10]"
잡지에서 2023년 6월 14일 수요일에 새로운 호텔 용품을 소개할 예정입니다.,"[8, 9, 10, 10, 10, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
스카이라인 룸에 머무르면서 스위소텔에서 물 끓이기를 이용할 수 있습니다.,"[2, 3, 3, 3, 3, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 0, 1, 1, 1, 10, 10, 10, 8, 9, 9, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
오스틴 리베라는 호텔에서 바디 로션을 사용했습니다.,"[4, 5, 5, 5, 5, 5, 5, 10, 10, 10, 10, 10, 10, 10, 8, 9, 9, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
조셉 앤더슨은 윈덤 가든 호텔에서 필요한 수건을 요청했습니다.,"[4, 5, 5, 5, 5, 5, 10, 10, 0, 1, 1, 1, 1, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 8, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
밀레니엄 호텔에서 1월 12일에 럭셔리 룸을 예약했습니다.,"[0, 1, 1, 1, 10, 10, 10, 10, 10, 10, 6, 7, 7, 7, 7, 7, 10, 10, 2, 3, 3, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
로라 넬슨은 한국 음식을 맛보기 위해 서울에 왔다.,"[4, 5, 5, 5, 5, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
도니 K. 슈나이더는 호텔에서 장애인용 룸을 예약했습니다.,"[4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 10, 10, 10, 10, 10, 10, 10, 2, 3, 3, 3, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
그레고리 로버츠는 JW 메리어트 호텔의 쿼드 룸에 투숙하고 있다.,"[4, 5, 5, 5, 5, 5, 5, 5, 10, 10, 0, 1, 1, 1, 1, 1, 1, 10, 10, 10, 10, 10, 2, 3, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
8월 4일에 선풍기를 고장내지 않도록 조심하세요.,"[6, 7, 7, 7, 7, 10, 10, 8, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
"3월 1일, 인터컨티넨탈 호텔에서 베개 커버를 교체했습니다.","[6, 7, 7, 7, 7, 10, 10, 0, 1, 1, 1, 1, 1, 10, 10, 10, 10, 10, 10, 8, 9, 9, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
클럽 룸에서 11월 11일에 세탁 가방을 사용할 수 있습니다.,"[2, 3, 3, 3, 10, 10, 10, 6, 7, 7, 7, 7, 7, 7, 10, 10, 8, 9, 9, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
저는 다음 주말에 친구들과 함께 포시즌스 호텔에서 머무를 계획입니다.,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 0, 1, 1, 1, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
래플스 호텔 방에서 제공되는 펜이 매우 품질이 좋습니다.,"[0, 1, 1, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 8, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
럭셔리 컬렉션 호텔 & 리조트에는 장애인용 룸이 완비되어 있습니다.,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 10, 10, 10, 2, 3, 3, 3, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
"2024년 12월 31일, 라이언 그린은 밀레니엄 호텔에서 특별 행사를 주최할 예정입니다.","[6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 10, 10, 4, 5, 5, 5, 5, 5, 10, 10, 0, 1, 1, 1, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
SLS 호텔의 클럽 룸에서 편안한 휴식을 즐길 수 있습니다.,"[0, 1, 1, 1, 1, 1, 10, 10, 2, 3, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
2023년 11월 9일에 쿼드 룸을 예약했습니다.,"[6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 10, 10, 2, 3, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
알로프트 호텔에서 5월 25일에 체크인할 예정입니다.,"[0, 1, 1, 1, 10, 10, 10, 10, 10, 10, 6, 7, 7, 7, 7, 7, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
스테파니 필립스가 호텔에서 받은 웰컴 북클릿을 읽고 있습니다.,"[4, 5, 5, 5, 5, 5, 5, 5, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 8, 9, 9, 9, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
저는 이번 주말에 SLS 호텔에서 묵을 계획입니다.,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 0, 1, 1, 1, 1, 1, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
밀레니엄 호텔의 펜트하우스 스위트에는 샤워 캡이 비치되어 있습니다.,"[0, 1, 1, 1, 10, 10, 10, 10, 10, 2, 3, 3, 3, 3, 3, 3, 3, 3, 10, 10, 10, 8, 9, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
래디슨 블루 호텔에서 코너 룸을 예약했습니다.,"[0, 1, 1, 1, 1, 1, 10, 10, 10, 10, 10, 10, 2, 3, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
마리아 로드리게스씨는 아다지오 호텔에서 머물 예정입니다.,"[4, 5, 5, 5, 5, 5, 5, 5, 5, 10, 10, 10, 0, 1, 1, 1, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
애슐리 쿡은 에코노 로지 호텔에서 책상을 사용하고 있습니다.,"[4, 5, 5, 5, 5, 10, 10, 0, 1, 1, 1, 1, 1, 10, 10, 10, 10, 10, 10, 8, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
